ID,Scenario,Question,Source,source_consistency,superfluous_elements,framing_bias,eval_terms,structural_assumption,NOTES,
,"Patrizia is a Demo-Ethno-anthropologist Officer of the Ministry of Culture and she is responsible for the safeguarding of the Intangible Heritage pursuant to the 2003 Unesco Convention. She needs to know if the bells of some bell towers are involved in sound practices conducted by collective social actors who recognize those practices as constitutive trait of their collective identity. Patrizia starts her investigation from the denominations and the location of the bell towers. Patrizia checks whether the sound of those bell towers is done by hand or through electrification. Patrizia checks if there are more or less formalized and more or less recognized human groups that carry out those practices. Patrizia investigate what kind of transmission and apprenticeship methods are carried out: in what age groups, if exclusively male or even female, with what type of transmission (oral, written, formal or informal).","What methods of transmission and apprenticeship are used for the bell tower practices, including age groups and gender inclusivity?",OntoChat,Yes,1: gender inclusivity,No,0,0,male or even female --> gender inclusivity! good!!!,
,"Persona

Ortenz is a Music historian with a background in art history and literature.
Goal

Ortenz is planning to write an article about the role of music in children education as a means to develop national identity.
Scenario

Ortenz wants to characterize children’s experience of music as witnessed in bibliographic and artistic sources. She is looking for primary sources (e.g. Personal journals, literary texts) wherein to find evidence of listening experiences.

She needs to collect and analyze large corpora of texts and images recording or depicting children’s experience with music. Documents include official sources (e.g. newspaper articles, reviews of concerts, paintings) and sources produced by “ordinary people”. She prefers the latter as they provide more reliable feedback, and she looks at the context of production of such sources (where, when, who created the source, the goal, which related events exist), contents (recurring motifs and themes), and elicited emotional responses. She collects sources belonging to different historical periods so as to characterize the development of identified phenomena.",What is the difference between the ‘official’ perception of the role of music and how music is experienced?,gold,Yes,0,No,0,0,,
,"Persona

Ortenz is a Music historian with a background in art history and literature.
Goal

Ortenz is planning to write an article about the role of music in children education as a means to develop national identity.
Scenario

Ortenz wants to characterize children’s experience of music as witnessed in bibliographic and artistic sources. She is looking for primary sources (e.g. Personal journals, literary texts) wherein to find evidence of listening experiences.

She needs to collect and analyze large corpora of texts and images recording or depicting children’s experience with music. Documents include official sources (e.g. newspaper articles, reviews of concerts, paintings) and sources produced by “ordinary people”. She prefers the latter as they provide more reliable feedback, and she looks at the context of production of such sources (where, when, who created the source, the goal, which related events exist), contents (recurring motifs and themes), and elicited emotional responses. She collects sources belonging to different historical periods so as to characterize the development of identified phenomena.",How is music used to teach children about identity and heritage?,gold,Yes,1: heritage,Yes,0,identity=heritage?,,
,"Persona

Ortenz is a Music historian with a background in art history and literature.
Goal

Ortenz is planning to write an article about the role of music in children education as a means to develop national identity.
Scenario

Ortenz wants to characterize children’s experience of music as witnessed in bibliographic and artistic sources. She is looking for primary sources (e.g. Personal journals, literary texts) wherein to find evidence of listening experiences.

She needs to collect and analyze large corpora of texts and images recording or depicting children’s experience with music. Documents include official sources (e.g. newspaper articles, reviews of concerts, paintings) and sources produced by “ordinary people”. She prefers the latter as they provide more reliable feedback, and she looks at the context of production of such sources (where, when, who created the source, the goal, which related events exist), contents (recurring motifs and themes), and elicited emotional responses. She collects sources belonging to different historical periods so as to characterize the development of identified phenomena.",What is the adult perception of the role of music in children’s education?,gold,Yes,1: adult,Yes,0,adult?,,
,"Persona

Ortenz is a Music historian with a background in art history and literature.
Goal

Ortenz is planning to write an article about the role of music in children education as a means to develop national identity.
Scenario

Ortenz wants to characterize children’s experience of music as witnessed in bibliographic and artistic sources. She is looking for primary sources (e.g. Personal journals, literary texts) wherein to find evidence of listening experiences.

She needs to collect and analyze large corpora of texts and images recording or depicting children’s experience with music. Documents include official sources (e.g. newspaper articles, reviews of concerts, paintings) and sources produced by “ordinary people”. She prefers the latter as they provide more reliable feedback, and she looks at the context of production of such sources (where, when, who created the source, the goal, which related events exist), contents (recurring motifs and themes), and elicited emotional responses. She collects sources belonging to different historical periods so as to characterize the development of identified phenomena.",What sources provide evidence of children's listening experiences with music?,OntoChat,No,0,No,0,0,,
,"Persona

Ortenz is a Music historian with a background in art history and literature.
Goal

Ortenz is planning to write an article about the role of music in children education as a means to develop national identity.
Scenario

Ortenz wants to characterize children’s experience of music as witnessed in bibliographic and artistic sources. She is looking for primary sources (e.g. Personal journals, literary texts) wherein to find evidence of listening experiences.

She needs to collect and analyze large corpora of texts and images recording or depicting children’s experience with music. Documents include official sources (e.g. newspaper articles, reviews of concerts, paintings) and sources produced by “ordinary people”. She prefers the latter as they provide more reliable feedback, and she looks at the context of production of such sources (where, when, who created the source, the goal, which related events exist), contents (recurring motifs and themes), and elicited emotional responses. She collects sources belonging to different historical periods so as to characterize the development of identified phenomena.",How can the context of production of sources related to children's music experiences be analyzed?,OntoChat,No,0,No,0,0,,
,"Persona

Ortenz is a Music historian with a background in art history and literature.
Goal

Ortenz is planning to write an article about the role of music in children education as a means to develop national identity.
Scenario

Ortenz wants to characterize children’s experience of music as witnessed in bibliographic and artistic sources. She is looking for primary sources (e.g. Personal journals, literary texts) wherein to find evidence of listening experiences.

She needs to collect and analyze large corpora of texts and images recording or depicting children’s experience with music. Documents include official sources (e.g. newspaper articles, reviews of concerts, paintings) and sources produced by “ordinary people”. She prefers the latter as they provide more reliable feedback, and she looks at the context of production of such sources (where, when, who created the source, the goal, which related events exist), contents (recurring motifs and themes), and elicited emotional responses. She collects sources belonging to different historical periods so as to characterize the development of identified phenomena.",What are the recurring motifs and themes in sources depicting children's music experiences?,OntoChat,No,0,No,0,0,,
,"Persona

Ortenz is a Music historian with a background in art history and literature.
Goal

Ortenz is planning to write an article about the role of music in children education as a means to develop national identity.
Scenario

Ortenz wants to characterize children’s experience of music as witnessed in bibliographic and artistic sources. She is looking for primary sources (e.g. Personal journals, literary texts) wherein to find evidence of listening experiences.

She needs to collect and analyze large corpora of texts and images recording or depicting children’s experience with music. Documents include official sources (e.g. newspaper articles, reviews of concerts, paintings) and sources produced by “ordinary people”. She prefers the latter as they provide more reliable feedback, and she looks at the context of production of such sources (where, when, who created the source, the goal, which related events exist), contents (recurring motifs and themes), and elicited emotional responses. She collects sources belonging to different historical periods so as to characterize the development of identified phenomena.",How can emotional responses elicited by children's music experiences be characterized?,OntoChat,No,0,No,0,0,,
,"Persona

Ortenz is a Music historian with a background in art history and literature.
Goal

Ortenz is planning to write an article about the role of music in children education as a means to develop national identity.
Scenario

Ortenz wants to characterize children’s experience of music as witnessed in bibliographic and artistic sources. She is looking for primary sources (e.g. Personal journals, literary texts) wherein to find evidence of listening experiences.

She needs to collect and analyze large corpora of texts and images recording or depicting children’s experience with music. Documents include official sources (e.g. newspaper articles, reviews of concerts, paintings) and sources produced by “ordinary people”. She prefers the latter as they provide more reliable feedback, and she looks at the context of production of such sources (where, when, who created the source, the goal, which related events exist), contents (recurring motifs and themes), and elicited emotional responses. She collects sources belonging to different historical periods so as to characterize the development of identified phenomena.",How does the development of identified phenomena related to children's music experiences vary across different historical periods?,OntoChat,No,0,No,0,0,,
,"Sophia is a musicologist and a practising musician. Sophia is interested in understanding the social-historical reasons behind how the music was created and how it sounds. Sophia is doing social-historical research, using textual sources. One of her current projects is concerned with the relationship between music, medicine and religion at a particular charitable institution in 17th century Italy. The sources she uses, which are also not digitized, include records of an institution, payslips etc.The resources which Sophia uses are often not digitized. Therefore she needs to visit libraries. Whilst there, she will sift through the appropriate material, and take photographs of the most relevant. She will then analyze these photographs on her return home. In one particular library she may not be able to take photographs, and there she can only take notes. Sophia uses spreadsheets to maintain and compare information.

Sophia's work could be helped by:

    digitalisation of her source material;
    handwriting OCR;
    data visualization, e.g. to illustrate relationships between composers, institutions etc.;
    use of a database, i.e. as upgrade to current use of spreadsheets;
    named-entity recognition
","What is the time relationship between different musicians, e.g., who was working at the same time?",gold,Yes,"3: relationship, musicians, working at the same time",Yes,0,1: time relationship,,
,"Sophia is a musicologist and a practising musician. Sophia is interested in understanding the social-historical reasons behind how the music was created and how it sounds. Sophia is doing social-historical research, using textual sources. One of her current projects is concerned with the relationship between music, medicine and religion at a particular charitable institution in 17th century Italy. The sources she uses, which are also not digitized, include records of an institution, payslips etc.The resources which Sophia uses are often not digitized. Therefore she needs to visit libraries. Whilst there, she will sift through the appropriate material, and take photographs of the most relevant. She will then analyze these photographs on her return home. In one particular library she may not be able to take photographs, and there she can only take notes. Sophia uses spreadsheets to maintain and compare information.

Sophia's work could be helped by:

    digitalisation of her source material;
    handwriting OCR;
    data visualization, e.g. to illustrate relationships between composers, institutions etc.;
    use of a database, i.e. as upgrade to current use of spreadsheets;
    named-entity recognition
","What was the composer’s network (patrons, institutions …)?",gold,Yes,"2: network, patrons",Yes,0,1: network,,
,"Sophia is a musicologist and a practising musician. Sophia is interested in understanding the social-historical reasons behind how the music was created and how it sounds. Sophia is doing social-historical research, using textual sources. One of her current projects is concerned with the relationship between music, medicine and religion at a particular charitable institution in 17th century Italy. The sources she uses, which are also not digitized, include records of an institution, payslips etc.The resources which Sophia uses are often not digitized. Therefore she needs to visit libraries. Whilst there, she will sift through the appropriate material, and take photographs of the most relevant. She will then analyze these photographs on her return home. In one particular library she may not be able to take photographs, and there she can only take notes. Sophia uses spreadsheets to maintain and compare information.

Sophia's work could be helped by:

    digitalisation of her source material;
    handwriting OCR;
    data visualization, e.g. to illustrate relationships between composers, institutions etc.;
    use of a database, i.e. as upgrade to current use of spreadsheets;
    named-entity recognition
","What is the relationship between music, medicine, and religion at the charitable institution in 17th century Italy?",OntoChat,No,0,No,0,0,,
,"Sophia is a musicologist and a practising musician. Sophia is interested in understanding the social-historical reasons behind how the music was created and how it sounds. Sophia is doing social-historical research, using textual sources. One of her current projects is concerned with the relationship between music, medicine and religion at a particular charitable institution in 17th century Italy. The sources she uses, which are also not digitized, include records of an institution, payslips etc.The resources which Sophia uses are often not digitized. Therefore she needs to visit libraries. Whilst there, she will sift through the appropriate material, and take photographs of the most relevant. She will then analyze these photographs on her return home. In one particular library she may not be able to take photographs, and there she can only take notes. Sophia uses spreadsheets to maintain and compare information.

Sophia's work could be helped by:

    digitalisation of her source material;
    handwriting OCR;
    data visualization, e.g. to illustrate relationships between composers, institutions etc.;
    use of a database, i.e. as upgrade to current use of spreadsheets;
    named-entity recognition
",How does Sophia currently maintain and compare information for her research?,OntoChat,No,0,No,0,0,,
,"Sophia is a musicologist and a practising musician. Sophia is interested in understanding the social-historical reasons behind how the music was created and how it sounds. Sophia is doing social-historical research, using textual sources. One of her current projects is concerned with the relationship between music, medicine and religion at a particular charitable institution in 17th century Italy. The sources she uses, which are also not digitized, include records of an institution, payslips etc.The resources which Sophia uses are often not digitized. Therefore she needs to visit libraries. Whilst there, she will sift through the appropriate material, and take photographs of the most relevant. She will then analyze these photographs on her return home. In one particular library she may not be able to take photographs, and there she can only take notes. Sophia uses spreadsheets to maintain and compare information.

Sophia's work could be helped by:

    digitalisation of her source material;
    handwriting OCR;
    data visualization, e.g. to illustrate relationships between composers, institutions etc.;
    use of a database, i.e. as upgrade to current use of spreadsheets;
    named-entity recognition
",What resources does Sophia use for her social-historical research on music in 17th century Italy?,OntoChat,No,0,No,0,0,,
,"Sophia is a musicologist and a practising musician. Sophia is interested in understanding the social-historical reasons behind how the music was created and how it sounds. Sophia is doing social-historical research, using textual sources. One of her current projects is concerned with the relationship between music, medicine and religion at a particular charitable institution in 17th century Italy. The sources she uses, which are also not digitized, include records of an institution, payslips etc.The resources which Sophia uses are often not digitized. Therefore she needs to visit libraries. Whilst there, she will sift through the appropriate material, and take photographs of the most relevant. She will then analyze these photographs on her return home. In one particular library she may not be able to take photographs, and there she can only take notes. Sophia uses spreadsheets to maintain and compare information.

Sophia's work could be helped by:

    digitalisation of her source material;
    handwriting OCR;
    data visualization, e.g. to illustrate relationships between composers, institutions etc.;
    use of a database, i.e. as upgrade to current use of spreadsheets;
    named-entity recognition
",How does Sophia analyze the photographs she takes of relevant material from libraries?,OntoChat,No,0,No,0,0,,
,"Sophia is a musicologist and a practising musician. Sophia is interested in understanding the social-historical reasons behind how the music was created and how it sounds. Sophia is doing social-historical research, using textual sources. One of her current projects is concerned with the relationship between music, medicine and religion at a particular charitable institution in 17th century Italy. The sources she uses, which are also not digitized, include records of an institution, payslips etc.The resources which Sophia uses are often not digitized. Therefore she needs to visit libraries. Whilst there, she will sift through the appropriate material, and take photographs of the most relevant. She will then analyze these photographs on her return home. In one particular library she may not be able to take photographs, and there she can only take notes. Sophia uses spreadsheets to maintain and compare information.

Sophia's work could be helped by:

    digitalisation of her source material;
    handwriting OCR;
    data visualization, e.g. to illustrate relationships between composers, institutions etc.;
    use of a database, i.e. as upgrade to current use of spreadsheets;
    named-entity recognition
",How could Sophia's work be enhanced through the use of named-entity recognition?,OntoChat,Yes,1: enhanced,Yes,0,1: enhanced,helped = enhanced,
,"Sophia’s original qualifications, and her Ph.D., were in music and she is also a practising musician. She is a musicologist working in the music department of a university. She has a particular interest in late 16th to 18th century music, specifically that of a particular composer living and working in Rome, Wien (Haydn, Mozart, Beethoven) London and Paris. As musician and historian, Sophia needs to study the instrumentation of a musical composition of the 18th century in order to organize a music festival that compares philological and modern performances and that proposes music compositions of that time with a completely new orchestration. To do this, she needs detailed informations about musical instruments, ancient and modern: how they were used in the original compositions and in the 18th century, to which instrument family each instrument belongs, in which instruments combination they have been used in musical compositions from any era. For each instrument Sophia will have to take into account these important properties: the timbre or range of timbres; the range of pitches; the dynamic range. Sophia is also interested to know the instrument's notation.",Which is the physical realization of an instrument?,gold,Yes,1: physical realization,No,0,0,,
,"Sophia’s original qualifications, and her Ph.D., were in music and she is also a practising musician. She is a musicologist working in the music department of a university. She has a particular interest in late 16th to 18th century music, specifically that of a particular composer living and working in Rome, Wien (Haydn, Mozart, Beethoven) London and Paris. As musician and historian, Sophia needs to study the instrumentation of a musical composition of the 18th century in order to organize a music festival that compares philological and modern performances and that proposes music compositions of that time with a completely new orchestration. To do this, she needs detailed informations about musical instruments, ancient and modern: how they were used in the original compositions and in the 18th century, to which instrument family each instrument belongs, in which instruments combination they have been used in musical compositions from any era. For each instrument Sophia will have to take into account these important properties: the timbre or range of timbres; the range of pitches; the dynamic range. Sophia is also interested to know the instrument's notation.",Which are the parts of an instrument?,gold,Yes,1: parts of,No,0,0,,
,"Sophia’s original qualifications, and her Ph.D., were in music and she is also a practising musician. She is a musicologist working in the music department of a university. She has a particular interest in late 16th to 18th century music, specifically that of a particular composer living and working in Rome, Wien (Haydn, Mozart, Beethoven) London and Paris. As musician and historian, Sophia needs to study the instrumentation of a musical composition of the 18th century in order to organize a music festival that compares philological and modern performances and that proposes music compositions of that time with a completely new orchestration. To do this, she needs detailed informations about musical instruments, ancient and modern: how they were used in the original compositions and in the 18th century, to which instrument family each instrument belongs, in which instruments combination they have been used in musical compositions from any era. For each instrument Sophia will have to take into account these important properties: the timbre or range of timbres; the range of pitches; the dynamic range. Sophia is also interested to know the instrument's notation.",Who invented an instrument?,gold,Yes,1: invented,No,0,0,,
,"Sophia’s original qualifications, and her Ph.D., were in music and she is also a practising musician. She is a musicologist working in the music department of a university. She has a particular interest in late 16th to 18th century music, specifically that of a particular composer living and working in Rome, Wien (Haydn, Mozart, Beethoven) London and Paris. As musician and historian, Sophia needs to study the instrumentation of a musical composition of the 18th century in order to organize a music festival that compares philological and modern performances and that proposes music compositions of that time with a completely new orchestration. To do this, she needs detailed informations about musical instruments, ancient and modern: how they were used in the original compositions and in the 18th century, to which instrument family each instrument belongs, in which instruments combination they have been used in musical compositions from any era. For each instrument Sophia will have to take into account these important properties: the timbre or range of timbres; the range of pitches; the dynamic range. Sophia is also interested to know the instrument's notation.",When was an instrument invented?,gold,Yes,"2: when, invented",No,0,0,,
,"Sophia’s original qualifications, and her Ph.D., were in music and she is also a practising musician. She is a musicologist working in the music department of a university. She has a particular interest in late 16th to 18th century music, specifically that of a particular composer living and working in Rome, Wien (Haydn, Mozart, Beethoven) London and Paris. As musician and historian, Sophia needs to study the instrumentation of a musical composition of the 18th century in order to organize a music festival that compares philological and modern performances and that proposes music compositions of that time with a completely new orchestration. To do this, she needs detailed informations about musical instruments, ancient and modern: how they were used in the original compositions and in the 18th century, to which instrument family each instrument belongs, in which instruments combination they have been used in musical compositions from any era. For each instrument Sophia will have to take into account these important properties: the timbre or range of timbres; the range of pitches; the dynamic range. Sophia is also interested to know the instrument's notation.",When was an instrument realization built?,gold,Yes,"3: when, instrument realization, built",No,0,0,,
,"Sophia’s original qualifications, and her Ph.D., were in music and she is also a practising musician. She is a musicologist working in the music department of a university. She has a particular interest in late 16th to 18th century music, specifically that of a particular composer living and working in Rome, Wien (Haydn, Mozart, Beethoven) London and Paris. As musician and historian, Sophia needs to study the instrumentation of a musical composition of the 18th century in order to organize a music festival that compares philological and modern performances and that proposes music compositions of that time with a completely new orchestration. To do this, she needs detailed informations about musical instruments, ancient and modern: how they were used in the original compositions and in the 18th century, to which instrument family each instrument belongs, in which instruments combination they have been used in musical compositions from any era. For each instrument Sophia will have to take into account these important properties: the timbre or range of timbres; the range of pitches; the dynamic range. Sophia is also interested to know the instrument's notation.",Where was an instrument realization built?,gold,Yes,"3: where, instrument realization, built",No,0,0,,
,"Sophia’s original qualifications, and her Ph.D., were in music and she is also a practising musician. She is a musicologist working in the music department of a university. She has a particular interest in late 16th to 18th century music, specifically that of a particular composer living and working in Rome, Wien (Haydn, Mozart, Beethoven) London and Paris. As musician and historian, Sophia needs to study the instrumentation of a musical composition of the 18th century in order to organize a music festival that compares philological and modern performances and that proposes music compositions of that time with a completely new orchestration. To do this, she needs detailed informations about musical instruments, ancient and modern: how they were used in the original compositions and in the 18th century, to which instrument family each instrument belongs, in which instruments combination they have been used in musical compositions from any era. For each instrument Sophia will have to take into account these important properties: the timbre or range of timbres; the range of pitches; the dynamic range. Sophia is also interested to know the instrument's notation.",Who built an instrument realization?,gold,Yes,"3: who, built, instrument realization",No,0,0,,
,"Sophia’s original qualifications, and her Ph.D., were in music and she is also a practising musician. She is a musicologist working in the music department of a university. She has a particular interest in late 16th to 18th century music, specifically that of a particular composer living and working in Rome, Wien (Haydn, Mozart, Beethoven) London and Paris. As musician and historian, Sophia needs to study the instrumentation of a musical composition of the 18th century in order to organize a music festival that compares philological and modern performances and that proposes music compositions of that time with a completely new orchestration. To do this, she needs detailed informations about musical instruments, ancient and modern: how they were used in the original compositions and in the 18th century, to which instrument family each instrument belongs, in which instruments combination they have been used in musical compositions from any era. For each instrument Sophia will have to take into account these important properties: the timbre or range of timbres; the range of pitches; the dynamic range. Sophia is also interested to know the instrument's notation.",What are the properties of musical instruments that Sophia needs to consider for her music festival organization?,OntoChat,No,0,No,0,0,,
,"Sophia’s original qualifications, and her Ph.D., were in music and she is also a practising musician. She is a musicologist working in the music department of a university. She has a particular interest in late 16th to 18th century music, specifically that of a particular composer living and working in Rome, Wien (Haydn, Mozart, Beethoven) London and Paris. As musician and historian, Sophia needs to study the instrumentation of a musical composition of the 18th century in order to organize a music festival that compares philological and modern performances and that proposes music compositions of that time with a completely new orchestration. To do this, she needs detailed informations about musical instruments, ancient and modern: how they were used in the original compositions and in the 18th century, to which instrument family each instrument belongs, in which instruments combination they have been used in musical compositions from any era. For each instrument Sophia will have to take into account these important properties: the timbre or range of timbres; the range of pitches; the dynamic range. Sophia is also interested to know the instrument's notation.",How were musical instruments used in original compositions and in the 18th century?,OntoChat,No,0,No,0,0,,
,"Sophia’s original qualifications, and her Ph.D., were in music and she is also a practising musician. She is a musicologist working in the music department of a university. She has a particular interest in late 16th to 18th century music, specifically that of a particular composer living and working in Rome, Wien (Haydn, Mozart, Beethoven) London and Paris. As musician and historian, Sophia needs to study the instrumentation of a musical composition of the 18th century in order to organize a music festival that compares philological and modern performances and that proposes music compositions of that time with a completely new orchestration. To do this, she needs detailed informations about musical instruments, ancient and modern: how they were used in the original compositions and in the 18th century, to which instrument family each instrument belongs, in which instruments combination they have been used in musical compositions from any era. For each instrument Sophia will have to take into account these important properties: the timbre or range of timbres; the range of pitches; the dynamic range. Sophia is also interested to know the instrument's notation.",To which instrument family does each instrument belong?,OntoChat,No,0,No,0,0,,
,"Sophia’s original qualifications, and her Ph.D., were in music and she is also a practising musician. She is a musicologist working in the music department of a university. She has a particular interest in late 16th to 18th century music, specifically that of a particular composer living and working in Rome, Wien (Haydn, Mozart, Beethoven) London and Paris. As musician and historian, Sophia needs to study the instrumentation of a musical composition of the 18th century in order to organize a music festival that compares philological and modern performances and that proposes music compositions of that time with a completely new orchestration. To do this, she needs detailed informations about musical instruments, ancient and modern: how they were used in the original compositions and in the 18th century, to which instrument family each instrument belongs, in which instruments combination they have been used in musical compositions from any era. For each instrument Sophia will have to take into account these important properties: the timbre or range of timbres; the range of pitches; the dynamic range. Sophia is also interested to know the instrument's notation.",In which instrument combinations have they been used in musical compositions from any era?,OntoChat,No,0,No,0,0,,
,"Sophia’s original qualifications, and her Ph.D., were in music and she is also a practising musician. She is a musicologist working in the music department of a university. She has a particular interest in late 16th to 18th century music, specifically that of a particular composer living and working in Rome, Wien (Haydn, Mozart, Beethoven) London and Paris. As musician and historian, Sophia needs to study the instrumentation of a musical composition of the 18th century in order to organize a music festival that compares philological and modern performances and that proposes music compositions of that time with a completely new orchestration. To do this, she needs detailed informations about musical instruments, ancient and modern: how they were used in the original compositions and in the 18th century, to which instrument family each instrument belongs, in which instruments combination they have been used in musical compositions from any era. For each instrument Sophia will have to take into account these important properties: the timbre or range of timbres; the range of pitches; the dynamic range. Sophia is also interested to know the instrument's notation.",What is the notation of the instruments Sophia is interested in?,OntoChat,No,0,No,0,0,,
,"Successfully plan the restoration of an organ.. In this scenario Paul has to plan a similar restoration. However, from his already extensive knowledge about organs, he is uncertain about some of the information that was provided by the encyclopaedia. That is, some of the mentioned components and technicalities such as the pitch seemed illogical when compared to the other organs from the same organ builder. If it would somehow be possible to mark facts that are unreliable or untrue, that would save Paul a lot of time checking, verifying, and notating.
    Het Historische Orgel in Nederland – Dutch organ encyclopedia
    http://www.orgbase.nl – Dutch hobbyist-made website with information similar to Het Historische Orgel
    Church and city archives
    Old newspapers
    https://www.delpher.nl – digital database from the Dutch Royal Library
    Organs (sight visits)
    http://www.dtbob.org/ – Belgian digital organ database
",Which is the subject of a source?,gold,Yes,"2: subject, source",Yes,0,x,,
,"Successfully plan the restoration of an organ.. In this scenario Paul has to plan a similar restoration. However, from his already extensive knowledge about organs, he is uncertain about some of the information that was provided by the encyclopaedia. That is, some of the mentioned components and technicalities such as the pitch seemed illogical when compared to the other organs from the same organ builder. If it would somehow be possible to mark facts that are unreliable or untrue, that would save Paul a lot of time checking, verifying, and notating.
    Het Historische Orgel in Nederland – Dutch organ encyclopedia
    http://www.orgbase.nl – Dutch hobbyist-made website with information similar to Het Historische Orgel
    Church and city archives
    Old newspapers
    https://www.delpher.nl – digital database from the Dutch Royal Library
    Organs (sight visits)
    http://www.dtbob.org/ – Belgian digital organ database
",Which is the credibility of a source?,gold,Yes,1: credibility,No,1: credibility,0,credibility,
,"Successfully plan the restoration of an organ.. In this scenario Paul has to plan a similar restoration. However, from his already extensive knowledge about organs, he is uncertain about some of the information that was provided by the encyclopaedia. That is, some of the mentioned components and technicalities such as the pitch seemed illogical when compared to the other organs from the same organ builder. If it would somehow be possible to mark facts that are unreliable or untrue, that would save Paul a lot of time checking, verifying, and notating.
    Het Historische Orgel in Nederland – Dutch organ encyclopedia
    http://www.orgbase.nl – Dutch hobbyist-made website with information similar to Het Historische Orgel
    Church and city archives
    Old newspapers
    https://www.delpher.nl – digital database from the Dutch Royal Library
    Organs (sight visits)
    http://www.dtbob.org/ – Belgian digital organ database
",Which is the goal of a source?,gold,Yes,"2: goal, source",Yes,0,intro of goal,,
,"Successfully plan the restoration of an organ.. In this scenario Paul has to plan a similar restoration. However, from his already extensive knowledge about organs, he is uncertain about some of the information that was provided by the encyclopaedia. That is, some of the mentioned components and technicalities such as the pitch seemed illogical when compared to the other organs from the same organ builder. If it would somehow be possible to mark facts that are unreliable or untrue, that would save Paul a lot of time checking, verifying, and notating.
    Het Historische Orgel in Nederland – Dutch organ encyclopedia
    http://www.orgbase.nl – Dutch hobbyist-made website with information similar to Het Historische Orgel
    Church and city archives
    Old newspapers
    https://www.delpher.nl – digital database from the Dutch Royal Library
    Organs (sight visits)
    http://www.dtbob.org/ – Belgian digital organ database
",Which is the type of a source?,gold,Yes,"2: type, source",Yes,0,x,,
,"Successfully plan the restoration of an organ.. In this scenario Paul has to plan a similar restoration. However, from his already extensive knowledge about organs, he is uncertain about some of the information that was provided by the encyclopaedia. That is, some of the mentioned components and technicalities such as the pitch seemed illogical when compared to the other organs from the same organ builder. If it would somehow be possible to mark facts that are unreliable or untrue, that would save Paul a lot of time checking, verifying, and notating.
    Het Historische Orgel in Nederland – Dutch organ encyclopedia
    http://www.orgbase.nl – Dutch hobbyist-made website with information similar to Het Historische Orgel
    Church and city archives
    Old newspapers
    https://www.delpher.nl – digital database from the Dutch Royal Library
    Organs (sight visits)
    http://www.dtbob.org/ – Belgian digital organ database
",Which is the context of production of a source?,gold,Yes,"2: context of production, source",Yes,0,,,
,"Successfully plan the restoration of an organ.. In this scenario Paul has to plan a similar restoration. However, from his already extensive knowledge about organs, he is uncertain about some of the information that was provided by the encyclopaedia. That is, some of the mentioned components and technicalities such as the pitch seemed illogical when compared to the other organs from the same organ builder. If it would somehow be possible to mark facts that are unreliable or untrue, that would save Paul a lot of time checking, verifying, and notating.
    Het Historische Orgel in Nederland – Dutch organ encyclopedia
    http://www.orgbase.nl – Dutch hobbyist-made website with information similar to Het Historische Orgel
    Church and city archives
    Old newspapers
    https://www.delpher.nl – digital database from the Dutch Royal Library
    Organs (sight visits)
    http://www.dtbob.org/ – Belgian digital organ database
",Which is the context of usage of a source?,gold,Yes,"2: context of usage, source",Yes,0,,,
,"Successfully plan the restoration of an organ.. In this scenario Paul has to plan a similar restoration. However, from his already extensive knowledge about organs, he is uncertain about some of the information that was provided by the encyclopaedia. That is, some of the mentioned components and technicalities such as the pitch seemed illogical when compared to the other organs from the same organ builder. If it would somehow be possible to mark facts that are unreliable or untrue, that would save Paul a lot of time checking, verifying, and notating.
    Het Historische Orgel in Nederland – Dutch organ encyclopedia
    http://www.orgbase.nl – Dutch hobbyist-made website with information similar to Het Historische Orgel
    Church and city archives
    Old newspapers
    https://www.delpher.nl – digital database from the Dutch Royal Library
    Organs (sight visits)
    http://www.dtbob.org/ – Belgian digital organ database
",What components and technicalities of the organ seem illogical compared to other organs from the same builder?,OntoChat,No,0,Yes,1:illogical,,illogical=consistency term so there is consistency bias,
,"Successfully plan the restoration of an organ.. In this scenario Paul has to plan a similar restoration. However, from his already extensive knowledge about organs, he is uncertain about some of the information that was provided by the encyclopaedia. That is, some of the mentioned components and technicalities such as the pitch seemed illogical when compared to the other organs from the same organ builder. If it would somehow be possible to mark facts that are unreliable or untrue, that would save Paul a lot of time checking, verifying, and notating.
    Het Historische Orgel in Nederland – Dutch organ encyclopedia
    http://www.orgbase.nl – Dutch hobbyist-made website with information similar to Het Historische Orgel
    Church and city archives
    Old newspapers
    https://www.delpher.nl – digital database from the Dutch Royal Library
    Organs (sight visits)
    http://www.dtbob.org/ – Belgian digital organ database
",How can unreliable or untrue facts about the organ be marked to save time for checking and verifying?,OntoChat,No,0,Yes,2: unreliable or untrue,2,,"unreliable,untrue"
