dataset,group,scenario,cq,se_A_flag,se_B_flag,se_A,se_B,et_A_flag,et_B_flag,et_A,et_B,superfluous_elements,eval_terms
Polifonia,Gold,"Mark is interested in understanding how Dutch folk tunes relate to other music, e.g. from French court operas.Starting from a collection of Dutch folk tunes, Mark attempts to relate these tunes to other documented music, using a variety of databases. Mark would like to relate individual pieces of music, but also repertoires generally. He would also like to understand musical evolution and transmission over time. Mark works with:

RISM index of musical sources, composers etc https://opac.rism.info/main-menu-/kachelmenu with the ability to search on names and music

NEUMA, a digital library of musical scores http://neuma.huma-num.fr/home/presentation

ABC notation database http://abcnotation.com/

Database of Dutch tunes http://www.liederenban.nl and http://www.liederebank.nl/mtc

Early American Secular Music and its European sources http://www.cdss.org/elibrary/Easmes/Index.htm

Mark's work could be helped by:

Connection to other databases, so that he could automatically query a range of databases","To what tune families is tune family X related, given similarity measure Y?",ok,ABOVE,1.0,1.71,ok,ok,0.0,0.0,"2: tune family, similarity measure",0
Polifonia,Gold,"Ortenz would like to have a system for visualising events (meetings of composers and musicians) in time and space in order to track musicians' careers, their overlap and intersections, gathering trends in time and space, and making emerge patterns of knowledge transmission.Ortenz is supervising a PhD student. They want to explore a database of prosopographic information of personalities relevant to the musical cultural heritage, focusing primarily on musicians' career but also involving relevant people in sectors such as art, politics, and industry. They are interested in the events and facts nad how they are linked to the sources (biographies, letters, memoirs, encyclopedia). She wants the system to allow her to make annotations on the content, rate the quality of the sources and the accuracy of the statements, and curate collections of facts/statements/events as material for scholarship. 
    Wikipedia
    DBpedia
    Wikidata",What places did musician Z visited in her career?,ok,ABOVE,0.86,1.71,ok,ok,0.0,0.0,0,0
Polifonia,Gold,"Ortenz would like to have a system for visualising events (meetings of composers and musicians) in time and space in order to track musicians' careers, their overlap and intersections, gathering trends in time and space, and making emerge patterns of knowledge transmission.Ortenz is supervising a PhD student. They want to explore a database of prosopographic information of personalities relevant to the musical cultural heritage, focusing primarily on musicians' career but also involving relevant people in sectors such as art, politics, and industry. They are interested in the events and facts nad how they are linked to the sources (biographies, letters, memoirs, encyclopedia). She wants the system to allow her to make annotations on the content, rate the quality of the sources and the accuracy of the statements, and curate collections of facts/statements/events as material for scholarship. 
    Wikipedia
    DBpedia
    Wikidata",Where did she perform?,ok,ABOVE,0.86,1.71,ok,ok,0.0,0.0,1: perform,0
Polifonia,Gold,"Ortenz would like to have a system for visualising events (meetings of composers and musicians) in time and space in order to track musicians' careers, their overlap and intersections, gathering trends in time and space, and making emerge patterns of knowledge transmission.Ortenz is supervising a PhD student. They want to explore a database of prosopographic information of personalities relevant to the musical cultural heritage, focusing primarily on musicians' career but also involving relevant people in sectors such as art, politics, and industry. They are interested in the events and facts nad how they are linked to the sources (biographies, letters, memoirs, encyclopedia). She wants the system to allow her to make annotations on the content, rate the quality of the sources and the accuracy of the statements, and curate collections of facts/statements/events as material for scholarship. 
    Wikipedia
    DBpedia
    Wikidata",Where did she live?,ok,ABOVE,0.86,1.71,ok,ok,0.0,0.0,0,0
Polifonia,Gold,"Ortenz would like to have a system for visualising events (meetings of composers and musicians) in time and space in order to track musicians' careers, their overlap and intersections, gathering trends in time and space, and making emerge patterns of knowledge transmission.Ortenz is supervising a PhD student. They want to explore a database of prosopographic information of personalities relevant to the musical cultural heritage, focusing primarily on musicians' career but also involving relevant people in sectors such as art, politics, and industry. They are interested in the events and facts nad how they are linked to the sources (biographies, letters, memoirs, encyclopedia). She wants the system to allow her to make annotations on the content, rate the quality of the sources and the accuracy of the statements, and curate collections of facts/statements/events as material for scholarship. 
    Wikipedia
    DBpedia
    Wikidata","Did musician X and performer Y ever meet? Where, when, and why?",ok,ABOVE,0.86,1.71,ok,ok,0.0,0.0,"2: Performer, why",0
Polifonia,Gold,"Ortenz would like to have a system for visualising events (meetings of composers and musicians) in time and space in order to track musicians' careers, their overlap and intersections, gathering trends in time and space, and making emerge patterns of knowledge transmission.Ortenz is supervising a PhD student. They want to explore a database of prosopographic information of personalities relevant to the musical cultural heritage, focusing primarily on musicians' career but also involving relevant people in sectors such as art, politics, and industry. They are interested in the events and facts nad how they are linked to the sources (biographies, letters, memoirs, encyclopedia). She wants the system to allow her to make annotations on the content, rate the quality of the sources and the accuracy of the statements, and curate collections of facts/statements/events as material for scholarship. 
    Wikipedia
    DBpedia
    Wikidata",In what context the meeting happened?,ok,ABOVE,0.86,1.71,ok,ok,0.0,0.0,1: context,0
Polifonia,Gold,"Ortenz would like to have a system for visualising events (meetings of composers and musicians) in time and space in order to track musicians' careers, their overlap and intersections, gathering trends in time and space, and making emerge patterns of knowledge transmission.Ortenz is supervising a PhD student. They want to explore a database of prosopographic information of personalities relevant to the musical cultural heritage, focusing primarily on musicians' career but also involving relevant people in sectors such as art, politics, and industry. They are interested in the events and facts nad how they are linked to the sources (biographies, letters, memoirs, encyclopedia). She wants the system to allow her to make annotations on the content, rate the quality of the sources and the accuracy of the statements, and curate collections of facts/statements/events as material for scholarship. 
    Wikipedia
    DBpedia
    Wikidata",What is the nature of the event?,ok,ABOVE,0.86,1.71,ok,ok,0.0,0.0,1: nature,0
Polifonia,Gold,"Ortenz would like to have a system for visualising events (meetings of composers and musicians) in time and space in order to track musicians' careers, their overlap and intersections, gathering trends in time and space, and making emerge patterns of knowledge transmission.Ortenz is supervising a PhD student. They want to explore a database of prosopographic information of personalities relevant to the musical cultural heritage, focusing primarily on musicians' career but also involving relevant people in sectors such as art, politics, and industry. They are interested in the events and facts nad how they are linked to the sources (biographies, letters, memoirs, encyclopedia). She wants the system to allow her to make annotations on the content, rate the quality of the sources and the accuracy of the statements, and curate collections of facts/statements/events as material for scholarship. 
    Wikipedia
    DBpedia
    Wikidata","Was it a celebration, a festival, a private event?",ok,ABOVE,0.86,1.71,ok,ok,0.0,0.0,"3: celebration, festival, private event",0
Polifonia,Gold,"Ortenz would like to have a system for visualising events (meetings of composers and musicians) in time and space in order to track musicians' careers, their overlap and intersections, gathering trends in time and space, and making emerge patterns of knowledge transmission.Ortenz is supervising a PhD student. They want to explore a database of prosopographic information of personalities relevant to the musical cultural heritage, focusing primarily on musicians' career but also involving relevant people in sectors such as art, politics, and industry. They are interested in the events and facts nad how they are linked to the sources (biographies, letters, memoirs, encyclopedia). She wants the system to allow her to make annotations on the content, rate the quality of the sources and the accuracy of the statements, and curate collections of facts/statements/events as material for scholarship. 
    Wikipedia
    DBpedia
    Wikidata",Was it a religious or a secular event?,ok,ABOVE,0.86,1.71,ok,ok,0.0,0.0,"2: religious, secular",0
Polifonia,Gold,"Ortenz would like to have a system for visualising events (meetings of composers and musicians) in time and space in order to track musicians' careers, their overlap and intersections, gathering trends in time and space, and making emerge patterns of knowledge transmission.Ortenz is supervising a PhD student. They want to explore a database of prosopographic information of personalities relevant to the musical cultural heritage, focusing primarily on musicians' career but also involving relevant people in sectors such as art, politics, and industry. They are interested in the events and facts nad how they are linked to the sources (biographies, letters, memoirs, encyclopedia). She wants the system to allow her to make annotations on the content, rate the quality of the sources and the accuracy of the statements, and curate collections of facts/statements/events as material for scholarship. 
    Wikipedia
    DBpedia
    Wikidata",Who paid to support the event?,ok,ABOVE,0.86,1.71,ok,ok,0.0,0.0,"2: paid, support",0
Polifonia,Gold,"Ortenz would like to have a system for visualising events (meetings of composers and musicians) in time and space in order to track musicians' careers, their overlap and intersections, gathering trends in time and space, and making emerge patterns of knowledge transmission.Ortenz is supervising a PhD student. They want to explore a database of prosopographic information of personalities relevant to the musical cultural heritage, focusing primarily on musicians' career but also involving relevant people in sectors such as art, politics, and industry. They are interested in the events and facts nad how they are linked to the sources (biographies, letters, memoirs, encyclopedia). She wants the system to allow her to make annotations on the content, rate the quality of the sources and the accuracy of the statements, and curate collections of facts/statements/events as material for scholarship. 
    Wikipedia
    DBpedia
    Wikidata",What is the provenance of the event attendees? What and how they happened to be there?,ok,ABOVE,0.86,1.71,ok,ok,0.0,0.0,"3: provenance, attendees, happened to be there",0
Polifonia,Gold,"Ortenz would like to have a system for visualising events (meetings of composers and musicians) in time and space in order to track musicians' careers, their overlap and intersections, gathering trends in time and space, and making emerge patterns of knowledge transmission.Ortenz is supervising a PhD student. They want to explore a database of prosopographic information of personalities relevant to the musical cultural heritage, focusing primarily on musicians' career but also involving relevant people in sectors such as art, politics, and industry. They are interested in the events and facts nad how they are linked to the sources (biographies, letters, memoirs, encyclopedia). She wants the system to allow her to make annotations on the content, rate the quality of the sources and the accuracy of the statements, and curate collections of facts/statements/events as material for scholarship. 
    Wikipedia
    DBpedia
    Wikidata",Did they travel to reach the place?,ok,ABOVE,0.86,1.71,ok,ok,0.0,0.0,"3: travel, reach, place",0
Polifonia,Gold,"Ortenz would like to have a system for visualising events (meetings of composers and musicians) in time and space in order to track musicians' careers, their overlap and intersections, gathering trends in time and space, and making emerge patterns of knowledge transmission.Ortenz is supervising a PhD student. They want to explore a database of prosopographic information of personalities relevant to the musical cultural heritage, focusing primarily on musicians' career but also involving relevant people in sectors such as art, politics, and industry. They are interested in the events and facts nad how they are linked to the sources (biographies, letters, memoirs, encyclopedia). She wants the system to allow her to make annotations on the content, rate the quality of the sources and the accuracy of the statements, and curate collections of facts/statements/events as material for scholarship. 
    Wikipedia
    DBpedia
    Wikidata",Were they invited? Was the meeting accidental?,ok,ABOVE,0.86,1.71,ok,ok,0.0,0.0,"2: invited,accidental",0
Polifonia,Gold,"Ortenz would like to have a system for visualising events (meetings of composers and musicians) in time and space in order to track musicians' careers, their overlap and intersections, gathering trends in time and space, and making emerge patterns of knowledge transmission.Ortenz is supervising a PhD student. They want to explore a database of prosopographic information of personalities relevant to the musical cultural heritage, focusing primarily on musicians' career but also involving relevant people in sectors such as art, politics, and industry. They are interested in the events and facts nad how they are linked to the sources (biographies, letters, memoirs, encyclopedia). She wants the system to allow her to make annotations on the content, rate the quality of the sources and the accuracy of the statements, and curate collections of facts/statements/events as material for scholarship. 
    Wikipedia
    DBpedia
    Wikidata",How can we characterize the relation among the participants?,ok,ABOVE,0.86,1.71,ok,ok,0.0,0.0,"2: relation, participants",0
Polifonia,Gold,"Ortenz would like to have a system for visualising events (meetings of composers and musicians) in time and space in order to track musicians' careers, their overlap and intersections, gathering trends in time and space, and making emerge patterns of knowledge transmission.Ortenz is supervising a PhD student. They want to explore a database of prosopographic information of personalities relevant to the musical cultural heritage, focusing primarily on musicians' career but also involving relevant people in sectors such as art, politics, and industry. They are interested in the events and facts nad how they are linked to the sources (biographies, letters, memoirs, encyclopedia). She wants the system to allow her to make annotations on the content, rate the quality of the sources and the accuracy of the statements, and curate collections of facts/statements/events as material for scholarship. 
    Wikipedia
    DBpedia
    Wikidata","Was there a power relation? (e.g., Patreon / Musician)",ok,ABOVE,0.86,1.71,ok,ok,0.0,0.0,"2: power relation, patreon",0
Polifonia,Gold,"Patrizia is a Demo-Ethno-anthropologist Officer of the Ministry of Culture and she is responsible for the safeguarding of the Intangible Heritage pursuant to the 2003 Unesco Convention. She needs to know if the bells of some bell towers are involved in sound practices conducted by collective social actors who recognize those practices as constitutive trait of their collective identity. Patrizia starts her investigation from the denominations and the location of the bell towers. Patrizia checks whether the sound of those bell towers is done by hand or through electrification. Patrizia checks if there are more or less formalized and more or less recognized human groups that carry out those practices. Patrizia investigate what kind of transmission and apprenticeship methods are carried out: in what age groups, if exclusively male or even female, with what type of transmission (oral, written, formal or informal).",Where is the building/church/bell tower?,ok,ABOVE,1.0,1.91,ok,ok,0.0,0.0,"2: building,church",0
Polifonia,Gold,"Patrizia is a Demo-Ethno-anthropologist Officer of the Ministry of Culture and she is responsible for the safeguarding of the Intangible Heritage pursuant to the 2003 Unesco Convention. She needs to know if the bells of some bell towers are involved in sound practices conducted by collective social actors who recognize those practices as constitutive trait of their collective identity. Patrizia starts her investigation from the denominations and the location of the bell towers. Patrizia checks whether the sound of those bell towers is done by hand or through electrification. Patrizia checks if there are more or less formalized and more or less recognized human groups that carry out those practices. Patrizia investigate what kind of transmission and apprenticeship methods are carried out: in what age groups, if exclusively male or even female, with what type of transmission (oral, written, formal or informal).",When (what year) was the building built?,ok,ABOVE,1.0,1.91,ok,ok,0.0,0.0,"3: When, building, built",0
Polifonia,Gold,"Patrizia is a Demo-Ethno-anthropologist Officer of the Ministry of Culture and she is responsible for the safeguarding of the Intangible Heritage pursuant to the 2003 Unesco Convention. She needs to know if the bells of some bell towers are involved in sound practices conducted by collective social actors who recognize those practices as constitutive trait of their collective identity. Patrizia starts her investigation from the denominations and the location of the bell towers. Patrizia checks whether the sound of those bell towers is done by hand or through electrification. Patrizia checks if there are more or less formalized and more or less recognized human groups that carry out those practices. Patrizia investigate what kind of transmission and apprenticeship methods are carried out: in what age groups, if exclusively male or even female, with what type of transmission (oral, written, formal or informal).","In which context is the building located (urban, periurban...)?",ok,ABOVE,1.0,1.91,ok,ok,0.0,0.0,"5:context,building,located,urban,periurban",0
Polifonia,Gold,"Patrizia is a Demo-Ethno-anthropologist Officer of the Ministry of Culture and she is responsible for the safeguarding of the Intangible Heritage pursuant to the 2003 Unesco Convention. She needs to know if the bells of some bell towers are involved in sound practices conducted by collective social actors who recognize those practices as constitutive trait of their collective identity. Patrizia starts her investigation from the denominations and the location of the bell towers. Patrizia checks whether the sound of those bell towers is done by hand or through electrification. Patrizia checks if there are more or less formalized and more or less recognized human groups that carry out those practices. Patrizia investigate what kind of transmission and apprenticeship methods are carried out: in what age groups, if exclusively male or even female, with what type of transmission (oral, written, formal or informal).",Are there bells in the church/bell tower? How many bells are in the church/bell tower?,ok,ABOVE,1.0,1.91,ok,ok,0.0,0.0,"2: church,how many",0
Polifonia,Gold,"Patrizia is a Demo-Ethno-anthropologist Officer of the Ministry of Culture and she is responsible for the safeguarding of the Intangible Heritage pursuant to the 2003 Unesco Convention. She needs to know if the bells of some bell towers are involved in sound practices conducted by collective social actors who recognize those practices as constitutive trait of their collective identity. Patrizia starts her investigation from the denominations and the location of the bell towers. Patrizia checks whether the sound of those bell towers is done by hand or through electrification. Patrizia checks if there are more or less formalized and more or less recognized human groups that carry out those practices. Patrizia investigate what kind of transmission and apprenticeship methods are carried out: in what age groups, if exclusively male or even female, with what type of transmission (oral, written, formal or informal).",Is there a single bell or a poliorganic instrument (a set of bells) in a church/bell tower?,ok,ABOVE,1.0,1.91,ok,ok,0.0,0.0,"2: poliorganic, church",0
Polifonia,Gold,"Patrizia is a Demo-Ethno-anthropologist Officer of the Ministry of Culture and she is responsible for the safeguarding of the Intangible Heritage pursuant to the 2003 Unesco Convention. She needs to know if the bells of some bell towers are involved in sound practices conducted by collective social actors who recognize those practices as constitutive trait of their collective identity. Patrizia starts her investigation from the denominations and the location of the bell towers. Patrizia checks whether the sound of those bell towers is done by hand or through electrification. Patrizia checks if there are more or less formalized and more or less recognized human groups that carry out those practices. Patrizia investigate what kind of transmission and apprenticeship methods are carried out: in what age groups, if exclusively male or even female, with what type of transmission (oral, written, formal or informal).",By whom (by which foundry) were they cast?,ok,ABOVE,1.0,1.91,ok,ok,0.0,0.0,"2: foundry,cast",0
Polifonia,Gold,"Patrizia is a Demo-Ethno-anthropologist Officer of the Ministry of Culture and she is responsible for the safeguarding of the Intangible Heritage pursuant to the 2003 Unesco Convention. She needs to know if the bells of some bell towers are involved in sound practices conducted by collective social actors who recognize those practices as constitutive trait of their collective identity. Patrizia starts her investigation from the denominations and the location of the bell towers. Patrizia checks whether the sound of those bell towers is done by hand or through electrification. Patrizia checks if there are more or less formalized and more or less recognized human groups that carry out those practices. Patrizia investigate what kind of transmission and apprenticeship methods are carried out: in what age groups, if exclusively male or even female, with what type of transmission (oral, written, formal or informal).",When were they cast?,ok,ABOVE,1.0,1.91,ok,ok,0.0,0.0,1: cast,0
Polifonia,Gold,"Patrizia is a Demo-Ethno-anthropologist Officer of the Ministry of Culture and she is responsible for the safeguarding of the Intangible Heritage pursuant to the 2003 Unesco Convention. She needs to know if the bells of some bell towers are involved in sound practices conducted by collective social actors who recognize those practices as constitutive trait of their collective identity. Patrizia starts her investigation from the denominations and the location of the bell towers. Patrizia checks whether the sound of those bell towers is done by hand or through electrification. Patrizia checks if there are more or less formalized and more or less recognized human groups that carry out those practices. Patrizia investigate what kind of transmission and apprenticeship methods are carried out: in what age groups, if exclusively male or even female, with what type of transmission (oral, written, formal or informal).",Which is the material of the bell?,ok,ABOVE,1.0,1.91,ok,ok,0.0,0.0,1: material,0
Polifonia,Gold,"Patrizia is a Demo-Ethno-anthropologist Officer of the Ministry of Culture and she is responsible for the safeguarding of the Intangible Heritage pursuant to the 2003 Unesco Convention. She needs to know if the bells of some bell towers are involved in sound practices conducted by collective social actors who recognize those practices as constitutive trait of their collective identity. Patrizia starts her investigation from the denominations and the location of the bell towers. Patrizia checks whether the sound of those bell towers is done by hand or through electrification. Patrizia checks if there are more or less formalized and more or less recognized human groups that carry out those practices. Patrizia investigate what kind of transmission and apprenticeship methods are carried out: in what age groups, if exclusively male or even female, with what type of transmission (oral, written, formal or informal).",Which is the weight of the bell?,ok,ABOVE,1.0,1.91,ok,ok,0.0,0.0,1: weight,0
Polifonia,Gold,"Patrizia is a Demo-Ethno-anthropologist Officer of the Ministry of Culture and she is responsible for the safeguarding of the Intangible Heritage pursuant to the 2003 Unesco Convention. She needs to know if the bells of some bell towers are involved in sound practices conducted by collective social actors who recognize those practices as constitutive trait of their collective identity. Patrizia starts her investigation from the denominations and the location of the bell towers. Patrizia checks whether the sound of those bell towers is done by hand or through electrification. Patrizia checks if there are more or less formalized and more or less recognized human groups that carry out those practices. Patrizia investigate what kind of transmission and apprenticeship methods are carried out: in what age groups, if exclusively male or even female, with what type of transmission (oral, written, formal or informal).",Which are the measures of the bell?,ok,ABOVE,1.0,1.91,ok,ok,0.0,0.0,1: measures,0
Polifonia,Gold,"Patrizia is a Demo-Ethno-anthropologist Officer of the Ministry of Culture and she is responsible for the safeguarding of the Intangible Heritage pursuant to the 2003 Unesco Convention. She needs to know if the bells of some bell towers are involved in sound practices conducted by collective social actors who recognize those practices as constitutive trait of their collective identity. Patrizia starts her investigation from the denominations and the location of the bell towers. Patrizia checks whether the sound of those bell towers is done by hand or through electrification. Patrizia checks if there are more or less formalized and more or less recognized human groups that carry out those practices. Patrizia investigate what kind of transmission and apprenticeship methods are carried out: in what age groups, if exclusively male or even female, with what type of transmission (oral, written, formal or informal).",Which is the extension of the whole set of bells in a bell tower?,ok,ABOVE,1.0,1.91,ok,ok,0.0,0.0,1: extension,0
Polifonia,Gold,"Sophia is a musicologist and a practising musician. Sophia is interested in understanding the social-historical reasons behind how the music was created and how it sounds. Sophia is doing social-historical research, using textual sources. One of her current projects is concerned with the relationship between music, medicine and religion at a particular charitable institution in 17th century Italy. The sources she uses, which are also not digitized, include records of an institution, payslips etc.The resources which Sophia uses are often not digitized. Therefore she needs to visit libraries. Whilst there, she will sift through the appropriate material, and take photographs of the most relevant. She will then analyze these photographs on her return home. In one particular library she may not be able to take photographs, and there she can only take notes. Sophia uses spreadsheets to maintain and compare information.

Sophia's work could be helped by:

    digitalisation of her source material;
    handwriting OCR;
    data visualization, e.g. to illustrate relationships between composers, institutions etc.;
    use of a database, i.e. as upgrade to current use of spreadsheets;
    named-entity recognition","What is the time relationship between different musicians, e.g., who was working at the same time?",ok,ABOVE,1.0,2.5,ok,ok,0.0,0.0,"3: relationship, musicians, working at the same time",0
Polifonia,Gold,"Sophia is a musicologist and a practising musician. Sophia is interested in understanding the social-historical reasons behind how the music was created and how it sounds. Sophia is doing social-historical research, using textual sources. One of her current projects is concerned with the relationship between music, medicine and religion at a particular charitable institution in 17th century Italy. The sources she uses, which are also not digitized, include records of an institution, payslips etc.The resources which Sophia uses are often not digitized. Therefore she needs to visit libraries. Whilst there, she will sift through the appropriate material, and take photographs of the most relevant. She will then analyze these photographs on her return home. In one particular library she may not be able to take photographs, and there she can only take notes. Sophia uses spreadsheets to maintain and compare information.

Sophia's work could be helped by:

    digitalisation of her source material;
    handwriting OCR;
    data visualization, e.g. to illustrate relationships between composers, institutions etc.;
    use of a database, i.e. as upgrade to current use of spreadsheets;
    named-entity recognition","What was the composer’s network (patrons, institutions …)?",ok,ABOVE,1.0,2.5,ok,ok,0.0,0.0,"2: network, patrons",0
Polifonia,Gold,"Sophia’s original qualifications, and her Ph.D., were in music and she is also a practising musician. She is a musicologist working in the music department of a university. She has a particular interest in late 16th to 18th century music, specifically that of a particular composer living and working in Rome, Wien (Haydn, Mozart, Beethoven) London and Paris. As musician and historian, Sophia needs to study the instrumentation of a musical composition of the 18th century in order to organize a music festival that compares philological and modern performances and that proposes music compositions of that time with a completely new orchestration. To do this, she needs detailed informations about musical instruments, ancient and modern: how they were used in the original compositions and in the 18th century, to which instrument family each instrument belongs, in which instruments combination they have been used in musical compositions from any era. For each instrument Sophia will have to take into account these important properties: the timbre or range of timbres; the range of pitches; the dynamic range. Sophia is also interested to know the instrument's notation.",Which is the physical realization of an instrument?,ok,ABOVE,1.0,2.0,ok,ok,0.0,0.0,1: physical realization,0
Polifonia,Gold,"Sophia’s original qualifications, and her Ph.D., were in music and she is also a practising musician. She is a musicologist working in the music department of a university. She has a particular interest in late 16th to 18th century music, specifically that of a particular composer living and working in Rome, Wien (Haydn, Mozart, Beethoven) London and Paris. As musician and historian, Sophia needs to study the instrumentation of a musical composition of the 18th century in order to organize a music festival that compares philological and modern performances and that proposes music compositions of that time with a completely new orchestration. To do this, she needs detailed informations about musical instruments, ancient and modern: how they were used in the original compositions and in the 18th century, to which instrument family each instrument belongs, in which instruments combination they have been used in musical compositions from any era. For each instrument Sophia will have to take into account these important properties: the timbre or range of timbres; the range of pitches; the dynamic range. Sophia is also interested to know the instrument's notation.",Which are the parts of an instrument?,ok,ABOVE,1.0,2.0,ok,ok,0.0,0.0,1: parts of,0
Polifonia,Gold,"Sophia’s original qualifications, and her Ph.D., were in music and she is also a practising musician. She is a musicologist working in the music department of a university. She has a particular interest in late 16th to 18th century music, specifically that of a particular composer living and working in Rome, Wien (Haydn, Mozart, Beethoven) London and Paris. As musician and historian, Sophia needs to study the instrumentation of a musical composition of the 18th century in order to organize a music festival that compares philological and modern performances and that proposes music compositions of that time with a completely new orchestration. To do this, she needs detailed informations about musical instruments, ancient and modern: how they were used in the original compositions and in the 18th century, to which instrument family each instrument belongs, in which instruments combination they have been used in musical compositions from any era. For each instrument Sophia will have to take into account these important properties: the timbre or range of timbres; the range of pitches; the dynamic range. Sophia is also interested to know the instrument's notation.",Who invented an instrument?,ok,ABOVE,1.0,2.0,ok,ok,0.0,0.0,1: invented,0
Polifonia,Gold,"Sophia’s original qualifications, and her Ph.D., were in music and she is also a practising musician. She is a musicologist working in the music department of a university. She has a particular interest in late 16th to 18th century music, specifically that of a particular composer living and working in Rome, Wien (Haydn, Mozart, Beethoven) London and Paris. As musician and historian, Sophia needs to study the instrumentation of a musical composition of the 18th century in order to organize a music festival that compares philological and modern performances and that proposes music compositions of that time with a completely new orchestration. To do this, she needs detailed informations about musical instruments, ancient and modern: how they were used in the original compositions and in the 18th century, to which instrument family each instrument belongs, in which instruments combination they have been used in musical compositions from any era. For each instrument Sophia will have to take into account these important properties: the timbre or range of timbres; the range of pitches; the dynamic range. Sophia is also interested to know the instrument's notation.",When was an instrument invented?,ok,ABOVE,1.0,2.0,ok,ok,0.0,0.0,"2: when, invented",0
Polifonia,Gold,"Sophia’s original qualifications, and her Ph.D., were in music and she is also a practising musician. She is a musicologist working in the music department of a university. She has a particular interest in late 16th to 18th century music, specifically that of a particular composer living and working in Rome, Wien (Haydn, Mozart, Beethoven) London and Paris. As musician and historian, Sophia needs to study the instrumentation of a musical composition of the 18th century in order to organize a music festival that compares philological and modern performances and that proposes music compositions of that time with a completely new orchestration. To do this, she needs detailed informations about musical instruments, ancient and modern: how they were used in the original compositions and in the 18th century, to which instrument family each instrument belongs, in which instruments combination they have been used in musical compositions from any era. For each instrument Sophia will have to take into account these important properties: the timbre or range of timbres; the range of pitches; the dynamic range. Sophia is also interested to know the instrument's notation.",When was an instrument realization built?,ok,ABOVE,1.0,2.0,ok,ok,0.0,0.0,"3: when, instrument realization, built",0
Polifonia,Gold,"Sophia’s original qualifications, and her Ph.D., were in music and she is also a practising musician. She is a musicologist working in the music department of a university. She has a particular interest in late 16th to 18th century music, specifically that of a particular composer living and working in Rome, Wien (Haydn, Mozart, Beethoven) London and Paris. As musician and historian, Sophia needs to study the instrumentation of a musical composition of the 18th century in order to organize a music festival that compares philological and modern performances and that proposes music compositions of that time with a completely new orchestration. To do this, she needs detailed informations about musical instruments, ancient and modern: how they were used in the original compositions and in the 18th century, to which instrument family each instrument belongs, in which instruments combination they have been used in musical compositions from any era. For each instrument Sophia will have to take into account these important properties: the timbre or range of timbres; the range of pitches; the dynamic range. Sophia is also interested to know the instrument's notation.",Where was an instrument realization built?,ok,ABOVE,1.0,2.0,ok,ok,0.0,0.0,"3: where, instrument realization, built",0
Polifonia,Gold,"Sophia’s original qualifications, and her Ph.D., were in music and she is also a practising musician. She is a musicologist working in the music department of a university. She has a particular interest in late 16th to 18th century music, specifically that of a particular composer living and working in Rome, Wien (Haydn, Mozart, Beethoven) London and Paris. As musician and historian, Sophia needs to study the instrumentation of a musical composition of the 18th century in order to organize a music festival that compares philological and modern performances and that proposes music compositions of that time with a completely new orchestration. To do this, she needs detailed informations about musical instruments, ancient and modern: how they were used in the original compositions and in the 18th century, to which instrument family each instrument belongs, in which instruments combination they have been used in musical compositions from any era. For each instrument Sophia will have to take into account these important properties: the timbre or range of timbres; the range of pitches; the dynamic range. Sophia is also interested to know the instrument's notation.",Who built an instrument realization?,ok,ABOVE,1.0,2.0,ok,ok,0.0,0.0,"3: who, built, instrument realization",0
Polifonia,Gold,"Successfully plan the restoration of an organ.. In this scenario Paul has to plan a similar restoration. However, from his already extensive knowledge about organs, he is uncertain about some of the information that was provided by the encyclopaedia. That is, some of the mentioned components and technicalities such as the pitch seemed illogical when compared to the other organs from the same organ builder. If it would somehow be possible to mark facts that are unreliable or untrue, that would save Paul a lot of time checking, verifying, and notating.
    Het Historische Orgel in Nederland – Dutch organ encyclopedia
    http://www.orgbase.nl – Dutch hobbyist-made website with information similar to Het Historische Orgel
    Church and city archives
    Old newspapers
    https://www.delpher.nl – digital database from the Dutch Royal Library
    Organs (sight visits)
    http://www.dtbob.org/ – Belgian digital organ database",Which is the subject of a source?,ok,ABOVE,1.0,1.83,ABOVE,ABOVE,0.17,0.17,"2: subject, source",0
Polifonia,Gold,"Successfully plan the restoration of an organ.. In this scenario Paul has to plan a similar restoration. However, from his already extensive knowledge about organs, he is uncertain about some of the information that was provided by the encyclopaedia. That is, some of the mentioned components and technicalities such as the pitch seemed illogical when compared to the other organs from the same organ builder. If it would somehow be possible to mark facts that are unreliable or untrue, that would save Paul a lot of time checking, verifying, and notating.
    Het Historische Orgel in Nederland – Dutch organ encyclopedia
    http://www.orgbase.nl – Dutch hobbyist-made website with information similar to Het Historische Orgel
    Church and city archives
    Old newspapers
    https://www.delpher.nl – digital database from the Dutch Royal Library
    Organs (sight visits)
    http://www.dtbob.org/ – Belgian digital organ database",Which is the credibility of a source?,ok,ABOVE,1.0,1.83,ABOVE,ABOVE,0.17,0.17,1: credibility,1: credibility
